NewsID,AvgClusteringCoeff
1,0.1679123568987668
2,0.1372817337376861
3,0.1416059101102966
4,0.10328916561524144
5,0.13117985878855445
6,0.14439464203127897
7,0.12210196111160607
8,0.17202120009607352
9,0.17202120009607352
10,0.09106482218437309
11,0.13048956885618196
12,0.1772323166596293
13,0.1666249956644149
14,0.18079166751140874
15,0.1730209388451749
16,0.1519373588520124
17,0.1398083270933317
18,0.15823418328299546
19,0.14608468655490864
20,0.19165930359866878
21,0.19079984878004927
22,0.2857142857142857
23,0.13284157697381382
24,0.16203601414194857
25,0.13954729669500468
26,0.1517902648147737
27,0.1456272401433692
28,0.16206232060047374
29,0.18638957028189612
30,0.1482766115744565
31,0.11736354695316684
32,0.14221659220515057
33,0.263825284692453
34,0.11857540203540601
35,0.13118404486770144
36,0.14140271203051835
37,0.13942733647488806
38,0.11434317139240413
39,0.11865140856806071
40,0.09576461618466454
41,0.11033877932837825
42,0.17525791300745702
43,0.11672723015989658
44,0.1451810488915076
45,0.1712664876938593
46,0.14518700729304254
47,0.038233431771623166
48,0.13896194381899832
49,0.166687517919045
50,0.1418779811653929
51,0.1281514711218936
52,0.09320061340452983
53,0.1705625337626473
54,0.1867753623188406
55,0.16643751764934772
56,0.15680992073585004
57,0.10460549052805705
58,0.21285258770325985
59,0.13963872544594924
60,0.17045093587081556
61,0.1662779194599454
62,0.12441668974642697
63,0.1772427706118478
64,0.20635849924424893
65,0.1263070025990071
66,0.10902911871819435
67,0.16117784146868128
68,0.12742689643028388
69,0.17013032455333998
70,0.1362443118189669
71,0.14323871224624057
72,0.11395555665693324
73,0.12778989557447998
74,0.14139084411208985
75,0.15633066772974608
76,0.12715332578127486
77,0.17444444444444446
78,0.13430816518798436
79,0.19996793976650423
80,0.11948531335820645
81,0.10095238095238095
82,0.2133995904018049
83,0.06069745331332135
84,0.1410903235119632
85,0.26942601011143646
86,0.14606827392435878
87,0.13317775298162493
88,0.13884410302193143
89,0.1270414493014798
90,0.1931135531135531
91,0.16346616102574935
92,0.20524747253931813
93,0.1523648834255618
94,0.1439040113445702
95,0.1197738544729665
96,0.4395396083489155
97,0.14622793955796762
98,0.1644701642291302
99,0.11556648320368229
100,0.12680758119005386
101,0.3422222222222222
102,0.10167626848332935
103,0.30476190476190473
104,0.15333333333333332
105,0.1558669959916425
106,0.1443287515186687
107,0.17493356049260297
108,0.14220845514816094
109,0.03483870967741935
110,0.17762600057562197
111,0.19605037819323531
112,0.18351621893488895
113,0.14267041706299732
114,0.14346586547205573
115,0.10372690571549922
116,0.11606406319146216
117,0.12828282828282828
118,0.1946164537228261
119,0.12266257982829443
120,0.27599999999999997
121,0.16139404235236648
122,0.1340524918311162
123,0.14911160473157262
124,0.13832177336948512
125,0.1284376489592364
126,0.12777973894960565
127,0.0
128,0.1431854091877287
129,0.13213633119237647
130,0.14326330532212883
131,0.16083770498831437
132,0.12030975448504373
133,0.12465943865138178
134,0.14242396360656442
135,0.1356536241562332
136,0.13705466590044663
137,0.225
138,0.229487670960601
139,0.12896148539861116
140,0.1546352971424373
141,0.14600771177795788
142,0.12761198215323113
143,0.12496281144732399
144,0.12111769356002518
145,0.1409636924064651
146,0.11975566481542547
147,0.15023471664543353
148,0.14794082739313727
149,0.11129220673579313
150,0.15638209208467754
151,0.11657186111195161
152,0.1474917609748887
153,0.13728401196225917
154,0.16175660366153802
155,0.14033800243168107
156,0.13205387775553948
157,0.16247321316523944
158,0.13871874929362582
159,0.12018900082251863
160,0.13065623697272433
161,0.15250474915748
162,0.1514079650147524
163,0.15946470892025116
164,0.12792708521375482
165,0.10749459856790265
166,0.12246089438284095
167,0.1249205852354207
168,0.1412117454232632
169,0.1323626016973478
170,0.11440670019455473
171,0.13810897507052086
172,0.11158740501551137
173,0.1
174,0.13785771022487758
175,0.054789140547548236
176,0.169837810198723
177,0.12916555397063242
178,0.13919064906401177
179,0.13479277389248795
180,0.13016072093780384
181,0.1714699424167523
182,0.10815199473091369
183,0.13506493506493505
184,0.11851076344992274
185,0.17256520212678114
186,0.12904456503127673
187,0.13989386390219333
188,0.21893660777560764
189,0.1682437646597709
190,0.14834454048497012
191,0.1708373438121489
192,0.1139130239379761
193,0.12909995721564146
194,0.14513951150702628
195,0.14815835074715125
196,0.22046144450097577
197,0.16331384407742924
198,0.06666666666666667
199,0.15055371964223405
200,0.14624637384393974
201,0.1360509357605466
202,0.14525583705911574
203,0.15934732754914402
204,0.13603783427486765
205,0.1654848710208477
206,0.16071273359549632
207,0.08559208107976429
208,0.16698533406397115
209,0.13341340069446353
210,0.19149405513496837
211,0.12211219927229085
212,0.1262816905103402
213,0.14341056962102328
214,0.13766843841314208
215,0.1382610641465214
216,0.16382692817910918
217,0.1162207685664365
218,0.288162744024813
219,0.1418440318767719
220,0.1318661745378222
221,0.13567619906713002
222,0.052380299991183425
223,0.1581309289070187
224,0.1428874444339047
225,0.23809523809523808
226,0.12394275037201521
227,0.13783596263334189
228,0.08713872713872714
229,0.15752929135506918
230,0.17944075649660596
231,0.12550069090134208
232,0.1216671666565446
233,0.1518318154368916
234,0.16443136354647758
235,0.17451596023024596
236,0.1413783370030089
237,0.14188821664961643
238,0.2055548832397029
239,0.325915750915751
240,0.13501782568587697
